3,168,1
3,169,2
3,325,1
3,713,1
3,1797,3
3,2468,1
3,2948,2
3,2984,1
3,3007,1
3,3144,6
3,3623,1
3,3624,1
3,4791,1
3,4856,2
3,5221,2
3,5226,2
3,5301,1
3,5792,1
3,5845,2
3,6242,1
3,6852,1
3,6857,1
3,6858,1
3,7042,1
3,7111,1
3,7298,1
3,7508,1
3,7571,1
3,7791,1
3,7842,1
3,8060,2
3,8319,1
3,8341,2
3,8484,1
3,8638,1
3,8960,1
3,9654,1
3,9668,1
3,9898,2
3,9991,1
3,10052,1
3,10388,1
3,10747,1
3,10779,4
3,10977,1
3,11738,1
3,11739,1
3,12064,1
3,12581,1
3,12769,1
3,12905,1
3,13106,1
3,13457,1
3,13462,3
3,13470,1
3,13500,1
3,13894,3
3,14263,1
3,14738,1
6,104,1
6,3249,1
6,3775,2
6,4854,1
6,5928,1
6,6376,1
6,6824,1
6,7308,2
6,8058,1
6,8344,1
6,8638,1
6,10469,2
6,11563,1
6,11567,1
6,11568,1
6,11838,1
6,12172,1
6,14054,1
6,14276,1
6,14425,1
6,15025,1
6,15058,1
45,20,4
45,29,1
45,65,7
45,67,1
45,172,2
45,616,1
45,1538,1
45,1541,1
45,1609,1
45,1749,1
45,2180,1
45,2303,1
45,2484,2
45,2491,6
45,2786,1
45,2802,2
45,2850,4
45,2885,1
45,3362,1
45,3641,1
45,3663,1
45,3777,1
45,3880,1
45,3916,1
45,4717,1
45,4742,2
45,5022,1
45,5042,2
45,5210,1
45,5378,1
45,5679,1
45,5681,1
45,5705,1
45,6539,1
45,6805,1
45,7157,2
45,7464,2
45,7756,1
45,7816,1
45,8058,2
45,8128,1
45,8300,2
45,8301,7
45,8709,2
45,8794,2
45,9008,1
45,9257,1
45,9427,3
45,9430,4
45,9571,1
45,9778,15
45,9852,12
45,10007,1
45,10134,1
45,10154,2
45,10310,1
45,10707,1
45,10819,1
45,11177,1
45,11210,1
45,11234,1
45,11252,1
45,11501,1
45,11504,2
45,11632,1
45,11638,1
45,11994,1
45,12371,2
45,12484,1
45,12588,1
45,12623,1
45,12972,1
45,13124,1
45,13383,1
45,13385,1
45,13688,2
45,13712,2
45,13774,1
45,13893,1
45,13987,1
45,14018,1
45,14188,1
45,14348,2
45,14611,3
45,14784,1
45,14879,1
45,15015,5
45,15155,1
67,1695,1
67,5928,1
67,6755,6
67,6756,1
67,8709,1
67,9635,1
67,9684,1
67,10817,2
67,13355,1
67,14538,1
67,14730,1
78,922,1
78,1013,1
78,1168,3
78,2566,3
78,2639,1
78,3416,1
78,3504,1
78,4802,2
78,5659,1
78,5773,1
78,5798,1
78,5889,1
78,6226,2
78,6399,2
78,6442,1
78,6631,2
78,6857,1
78,6999,1
78,7487,3
78,7598,1
78,7698,2
78,8150,1
78,9471,1
78,10690,2
78,10910,3
78,11568,1
78,11583,1
78,11584,2
78,12435,1
78,13042,2
78,15377,1
78,15400,1
109,440,1
109,1380,1
109,1381,2
109,2913,1
109,3400,1
109,4786,2
109,4974,1
109,5460,1
109,7498,1
109,8658,1
109,10216,1
109,10302,1
109,12003,1
109,12996,3
109,13894,1
109,14775,2
110,20,1
110,210,1
110,4182,1
110,4932,1
110,5193,1
110,5281,1
110,5283,1
110,6653,1
110,6971,1
110,7418,1
110,7803,1
110,9250,1
110,10707,1
110,11497,1
110,11720,1
110,12149,1
110,12545,1
110,13135,1
110,13647,1
110,13699,1
110,14254,1
110,15276,1
119,86,1
119,199,1
119,299,1
119,398,1
119,808,1
119,1398,1
119,1533,1
119,1615,2
119,1929,3
119,1931,1
119,1935,1
119,1937,1
119,1938,1
119,2151,2
119,2802,1
119,3386,1
119,3551,1
119,3558,1
119,3709,1
119,3792,1
119,4421,1
119,4627,1
119,4650,2
119,4654,1
119,4939,1
119,4942,1
119,5285,1
119,5424,1
119,5633,1
119,5709,1
119,6800,1
119,6857,1
119,8325,1
119,8637,1
119,9008,2
119,9281,1
119,9551,1
119,9668,1
119,9709,1
119,9973,1
119,10008,1
119,10508,1
119,10524,1
119,10676,2
119,11565,1
119,11615,1
119,11617,1
119,11683,1
119,12003,1
119,12004,1
119,12068,2
119,12351,1
119,12352,1
119,12353,1
119,12373,1
119,13086,1
119,13106,1
119,13235,1
119,13522,2
119,13766,1
119,14230,1
119,14981,2
119,14982,1
119,15060,2
119,15382,2
132,192,1
132,651,1
132,2484,1
132,2613,1
132,2786,2
132,3036,1
132,5011,1
132,5519,1
132,6606,1
132,8120,1
132,9395,1
132,9565,1
132,9654,2
132,9936,1
132,11286,1
132,11531,1
132,12129,1
132,12373,1
132,12587,1
132,13894,1
132,14568,1
163,1929,1
163,3416,1
163,4627,1
163,6615,1
163,7418,1
163,8957,1
163,10871,1
163,11501,1
163,11589,1
163,12672,1
163,13176,1
163,14568,1
163,15029,1
189,466,1
189,2240,1
189,5314,1
189,5367,1
189,5600,1
189,5772,1
189,5937,1
189,5946,1
189,6602,1
189,8228,1
189,8676,1
189,9061,1
189,10046,1
189,10720,1
189,13642,1
189,14040,1
189,14276,1
189,14669,1
189,14893,1
217,172,2
217,238,1
217,274,1
217,380,1
217,398,1
217,555,1
217,566,2
217,849,1
217,1057,1
217,1266,1
217,1377,1
217,1385,1
217,1835,1
217,1850,1
217,1957,1
217,2057,1
217,2166,2
217,2266,1
217,2300,2
217,2317,1
217,2490,1
217,2654,1
217,2658,1
217,2711,1
217,3152,1
217,3196,1
217,3537,1
217,3705,1
217,3792,2
217,3892,1
217,4179,1
217,4242,1
217,4367,1
217,4379,1
217,4456,1
217,4689,1
217,4798,2
217,5013,1
217,5070,1
217,5188,1
217,5198,1
217,5210,1
217,5311,2
217,5359,1
217,5478,1
217,5600,3
217,5664,1
217,5677,1
217,5741,2
217,5870,2
217,5889,1
217,5911,1
217,6005,1
217,6121,2
217,6201,1
217,6386,1
217,6444,1
217,6528,4
217,6557,1
217,6606,1
217,6858,1
217,7314,1
217,7317,2
217,7358,2
217,7606,1
217,7666,1
217,7751,1
217,7801,1
217,7805,1
217,7813,1
217,7855,1
217,8034,1
217,8058,1
217,8064,1
217,8127,1
217,8148,1
217,8172,1
217,8179,2
217,8288,1
217,8325,2
217,8334,1
217,8346,1
217,8416,2
217,8498,1
217,8676,1
217,8710,1
217,8826,1
217,8874,3
217,9143,1
217,9169,1
217,9428,1
217,9561,1
217,9565,1
217,9571,1
217,9635,2
217,10008,1
217,10066,1
217,10107,1
217,10124,1
217,10219,3
217,10220,1
217,10329,1
217,10439,1
217,10604,1
217,10628,1
217,10652,2
217,10676,1
217,10689,1
217,10870,2
217,10984,1
217,11183,1
217,11398,1
217,11563,1
217,11690,1
217,11952,1
217,12039,1
217,12165,1
217,12282,1
217,12373,1
217,12422,3
217,12425,1
217,12451,1
217,12557,2
217,12558,1
217,12559,1
217,12682,1
217,12899,1
217,12946,1
217,13164,1
217,13241,1
217,13242,1
217,13244,1
217,13334,1
217,13500,2
217,13590,1
217,13614,1
217,13647,1
217,13719,1
217,13728,1
217,13730,1
217,13780,1
217,13854,1
217,13855,1
217,13858,1
217,13886,1
217,13893,1
217,13895,1
217,14054,2
217,14216,1
217,14276,1
217,14307,2
217,14502,1
217,14707,1
217,14919,1
217,14976,1
217,15015,2
217,15027,2
217,15337,1
217,15412,7
239,62,1
239,265,1
239,267,1
239,321,1
239,572,1
239,648,1
239,1196,1
239,1283,1
239,1393,1
239,2240,1
239,3007,2
239,3096,1
239,3117,2
239,3249,1
239,4242,1
239,4667,1
239,4859,1
239,4902,1
239,5889,3
239,5937,1
239,6053,1
239,6338,1
239,6567,1
239,7741,1
239,8484,1
239,8709,1
239,8824,1
239,9453,1
239,9460,1
239,9471,1
239,9561,1
239,9991,1
239,10216,2
239,10219,1
239,10414,1
239,10799,1
239,10831,1
239,11240,1
239,11461,1
239,11469,1
239,11559,1
239,11738,1
239,12852,1
239,12892,1
239,13286,1
239,14291,1
239,14468,1
239,15248,1
263,398,1
263,500,1
263,523,2
263,556,1
263,810,1
263,1609,1
263,1869,1
263,2028,2
263,2030,1
263,2484,2
263,2712,1
263,2714,1
263,2786,1
263,3381,1
263,3670,1
263,3708,1
263,4242,1
263,4967,1
263,4999,1
263,5210,1
263,6093,1
263,6454,1
263,6606,1
263,6654,1
263,7425,3
263,7464,2
263,8058,1
263,8065,1
263,8175,2
263,8341,1
263,8477,1
263,8696,1
263,9153,1
263,9548,1
263,9635,1
263,10739,1
263,10780,1
263,10839,1
263,11017,1
263,11177,1
263,11565,1
263,11691,1
263,11730,2
263,12132,1
263,12275,1
263,12342,1
263,12536,1
263,12682,1
263,12730,1
263,13325,1
263,13365,1
263,13585,1
263,13678,1
263,13730,1
263,13900,1
263,14401,1
263,14541,1
263,14838,1
263,14922,2
263,14999,1
286,36,1
286,141,1
286,148,1
286,163,1
286,172,1
286,195,1
286,713,1
286,792,2
286,1033,1
286,1199,2
286,1385,1
286,1943,1
286,2063,1
286,2204,2
286,2246,1
286,2266,2
286,2484,1
286,2753,1
286,2759,1
286,2853,1
286,3026,1
286,3362,1
286,3380,5
286,3381,1
286,3470,1
286,3660,1
286,3669,6
286,3792,1
286,3892,8
286,3923,1
286,4017,1
286,4042,2
286,4052,1
286,4107,1
286,4504,1
286,4518,1
286,4685,1
286,4734,1
286,4952,1
286,5078,1
286,5210,1
286,5221,1
286,5282,1
286,5404,1
286,5600,3
286,6327,1
286,6376,1
286,6756,1
286,6858,1
286,7363,1
286,7849,1
286,8002,1
286,8064,1
286,8199,1
286,8300,2
286,8640,1
286,8848,1
286,8931,1
286,8988,1
286,8989,2
286,9437,1
286,9635,5
286,9697,1
286,9711,1
286,10053,1
286,10216,2
286,10296,1
286,10310,1
286,10330,1
286,10333,7
286,10572,1
286,10612,1
286,10817,1
286,10854,1
286,11240,6
286,11306,1
286,11315,2
286,11328,1
286,11486,1
286,11489,1
286,11591,1
286,11645,1
286,11649,1
286,11786,1
286,12045,1
286,12132,1
286,12339,1
286,12371,1
286,12536,1
286,12659,1
286,12721,1
286,13047,5
286,13143,2
286,13152,1
286,13159,1
286,13192,1
286,13500,1
286,14666,3
286,14731,1
286,14843,1
286,14868,1
286,14906,1
289,398,1
289,2484,1
289,2676,2
289,2702,1
289,2968,1
289,8171,1
289,8425,1
289,8710,1
289,9195,1
289,9257,2
289,9561,4
289,9635,1
289,9741,1
289,9991,1
289,10144,1
289,10501,1
289,10817,1
289,10871,1
